Number,Opened,Short description,Assignment group,Created Month,Functional Area,IAC affected,OneERP Country / Entities Impacted
INC0258561,19-07-2024 18:04,order 2442407-007085 blocked in SAP,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,France
INC0258218,17-07-2024 09:45,Transaction connect error,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,Korea
INC0256682,02-07-2024 16:34,Settle sales commissions was done with incorrect gross sales,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,Japan
INC0256731,02-07-2024 19:42,Austrian fax number needs to be removed from created invoices,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,Austria
INC0256895,03-07-2024 20:20,ONE ERP - Bill to Customer 70000080 - wrong Country printed on Invoices,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,Germany
INC0259605,30-07-2024 20:09,OneERP wave 5 Hypercare - MEA/MNE - Change in commission rates for 539 products,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,UAE
INC0258882,23-07-2024 18:29,price to change 2000003258 regione Puglia - to assign to Vishnu,L2 - OneERP - S/4 HANA - O2C,Jul-24,Procure to Pay,,Italy
INC0257805,12-07-2024 15:45,Wave 4 price list changed for a customer doesn't works,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,Italy
INC0258290,17-07-2024 20:31,No journal entry generated from created billing documents,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,Austria
INC0257015,04-07-2024 20:10,SAP Return 60011728,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,Spain
INC0257002,04-07-2024 18:32,ONE ERP: SAP we need to change the condition on ZTPR already existing,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,Italy
INC0259418,29-07-2024 13:25,W2 OneERP ANZ - O2C - Availability error resulting from iDoc,L2 - OneERP - S/4 HANA - O2C,Jul-24,Procure to Pay,,Australia
INC0256683,02-07-2024 16:36,settle sales commissions about 2Q,L2 - OneERP - S/4 HANA - O2C,Jul-24,Order to Cash,,Japan
INC0254193,06-06-2024 03:29,Wrong price appear on a customer invoice,L2 - OneERP - S/4 HANA - O2C,Jun-24,Procure to Pay,,France
INC0256268,27-06-2024 16:43,OneERP in OTC - IDoc Medis sales orders from 26th June are looking and numbered like Credit memo requests and ask for order reason when I need to proceed them,L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Austria
INC0254289,06-06-2024 21:47,ONE ERP - W3 - The footer in e-mails send from SAP for Invoices/Credit Memos for DE02 is wrong - it is the footer of DE03 (Krugmann),L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Germany
INC0254541,10-06-2024 22:42,issue with order 156925,L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Italy
INC0254888,13-06-2024 16:28,ONE ERP: Invoice block in VF04,L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Italy
INC0256393,28-06-2024 18:46,SAP ERP issue with order 163947,L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Italy
INC0255481,19-06-2024 20:38,We have mismatched in salabe stock and we cannot reconciliate our stock with warehouse in ES01. Please can you check what is the problem on this?,L2 - OneERP - S/4 HANA - O2C,Jun-24,"Order to Cash, Procure to Pay",,Spain
INC0256279,27-06-2024 17:49,ONE ERP W4 ITALY - ISSUE ON XML  CUSTOMER INVOICE,L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Italy
INC0255495,19-06-2024 21:53,SAP: Invoice Material Number not correct,L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Italy
INC0255980,25-06-2024 14:35,ONE ERP: Invoice 0090124595_VA24019893 Università Sapienza 10034745,L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Italy
INC0254759,12-06-2024 15:54,The following error message occurred while issuing sample order (ZBF1 – Marketing FOC). Please revise it so that it will be issued normally.,L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Korea
INC0255977,25-06-2024 13:45,specific customer's order from E-Order can't interface now -,L2 - OneERP - S/4 HANA - O2C,Jun-24,Order to Cash,,Korea
INC0252598,17-05-2024 18:21,ERP SAP - COUMN OF THE ORDER EMPTY 150290,L2 - OneERP - S/4 HANA - O2C,May-24,Technical,,Italy
INC0253556,30-05-2024 14:43,ONE ERP SAP:  SALES INVOICE SETTING URGENT,L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,Italy
INC0253631,30-05-2024 23:10,Wave 2 CANADA - Some credits are not going for approval.,L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,Canada
INC0251690,09-05-2024 03:10,CANADA - SAP - Now seeing a repeat of the issue on INC0246007. ZRRC percentage not calculating correctly,L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,Canada
INC0252987,22-05-2024 10:41,can not release asles order,L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,Korea
INC0253221,24-05-2024 22:01,"JP01_Incorrect set-up in the place of VAT number in rebate payment letters of ""Information Provision Fee"".",L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,Japan
INC0252576,17-05-2024 16:19,SAP: CREDIT NOTE 0084001668  NOT VISIBLE,L2 - OneERP - S/4 HANA - O2C,May-24,Supply Chain,,Italy
INC0253712,31-05-2024 19:19,OneERP - O2C - Medis Idoc 702717 move to “No Further processing” status 68,L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,Austria
INC0251040,01-05-2024 15:14,SAP Production System Japan - Sales Order 145151 has been updated with manual PRICING CONDITION PMP0 but will not retain the price update when the sales order is saved.,L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,Japan
INC0251892,10-05-2024 18:59,ABAP Dumps (run time error :BCD_ZERODIVIDE) created in the PS4 system,L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,Germany
INC0251190,02-05-2024 18:28,WAVE 4 ONE ERP SAP - ISSUE WITH QUOTA QUANTITY FOR THE HOSPITALS,L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,Italy
INC0251891,10-05-2024 18:54,"orders without ARL, in this case it’s impossible to create invoice",L2 - OneERP - S/4 HANA - O2C,May-24,Order to Cash,,France
INC0251196,02-05-2024 19:12,Incorrect Product name of Info. Provision Fee in Rebate Settlement Letter & Incorrect payment date,L2 - OneERP - S/4 HANA - O2C,May-24,"Record to Report, Order to Cash",,Japan
INC0253554,30-05-2024 13:41,W2 OneERP ANZ - B Journal entry not created (account determination error),L2 - OneERP - S/4 HANA - O2C,May-24,Record to Report,,Australia
INC0268800,02-11-2024 01:54,3PL-Sales -Sweden - Currency difference in SAP. it should be SEK instead of EUR.,L2 - OneERP - S/4 HANA - O2C,Nov-24,Order to Cash,,Sweden
INC0268942,04-11-2024 19:17,Wave 5 - Ireland (IE01) - Uploaded Sales Orders - Decimal Issue in Quantity,L2 - OneERP - S/4 HANA - O2C,Nov-24,Order to Cash,,Ireland
INC0268717,01-11-2024 05:04,Wave 2 OneERP OTC - Availability Check issues - iDoc 876010 Fails,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Australia
INC0268488,29-10-2024 21:53,line ARL missing for invoice,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,France
INC0267280,14-10-2024 19:57,W3 - Germany - SAP credit memo release request - no details visible,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Germany
INC0267886,21-10-2024 20:30,SAP: Update price,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Italy
INC0267872,21-10-2024 17:12,SAP: Credit note issue with CR,L2 - OneERP - S/4 HANA - O2C,Oct-24,Record to Report,,Italy
INC0267492,16-10-2024 16:50,REZZAYO PRODUCT,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,France
INC0267227,14-10-2024 12:51,Check appover,L2 - OneERP - S/4 HANA - O2C,Oct-24,Technical,,Korea
INC0267684,18-10-2024 16:07,FR01 - Invoice not generated  - cust id 10000546,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,France
INC0265903,02-10-2024 19:33,Profit centre not aligned with location,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Saudi Arabia
INC0267700,18-10-2024 18:47,OneERP - Hypercare (Norway),L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Norway
INC0266170,04-10-2024 18:18,OneERP - Hypercare - ZA01 Southafrica - Unable to process credit returns due to expired stock,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,South Africa
INC0266198,04-10-2024 21:28,BUT000 export created for CR985 is not including updated records,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,France
INC0267429,15-10-2024 22:32,OneERP - Hypercare - Southafrica - ZA01,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,South Africa
INC0266501,08-10-2024 14:43,SAP: invoice and credit note,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Italy
INC0265703,01-10-2024 15:58,OneERP Hyper care - Finland (Material out of stock),L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Finland
INC0265711,01-10-2024 16:10,issue with shipping of material 2000003226,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Italy
INC0265904,02-10-2024 19:39,Hypercare - OneERP - Denmark,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Denmark
INC0266184,04-10-2024 19:52,Wave 5 - NL01 - Sold out party 10036332 is not added in the customer master data,L2 - OneERP - S/4 HANA - O2C,Oct-24,Order to Cash,,Netherlands
INC0263309,05-09-2024 23:54,credit memo,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,France
INC0264108,13-09-2024 20:19,IDOC 825961,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,France
INC0263912,11-09-2024 23:10,Wave 1 - France - Good issue not triggered,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,France
INC0263825,11-09-2024 04:43,W5 - Brazil - Ship Confirmed (PGI) Deliveries not invoiced,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0264754,20-09-2024 20:31,invoice printout only reflects the second address line,L2 - OneERP - S/4 HANA - O2C,Sep-24,Cross Functional,,Multiple
INC0264643,20-09-2024 03:01,W5 - Brazil - NFe 1997 rejected because of customer setup,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0263302,05-09-2024 23:16,CANT GENERATE INVOICE,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,France
INC0264486,18-09-2024 21:18,Wave 1 - Spain - SAP Commercial discount,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Spain
INC0263008,03-09-2024 20:04,Sales order not generating invoice,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,France
INC0263399,06-09-2024 17:39,OneERP SAP issue - Commission amount not updating on Saudi SO's,L2 - OneERP - S/4 HANA - O2C,Sep-24,Supply Chain,,Service Entities
INC0263166,04-09-2024 23:30,W5 - Finland - material availability issue,L2 - OneERP - S/4 HANA - O2C,Sep-24,"Supply Chain, Record to Report",,Finland
INC0265177,25-09-2024 19:58,Wave 5 - Brazil - Tax Jurisdiction code has not been configured for Postal code 40150-010 in Brazil,L2 - OneERP - S/4 HANA - O2C,Sep-24,Procure to Pay,,Brazil
INC0264592,19-09-2024 19:13,Wave 5 - Brazil - idoc errors,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0265054,24-09-2024 17:47,ES SAP - RETRIGGER THE IDocs IN SII WHICH WERE NOT SENT AT THE TIME,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Spain
INC0264287,16-09-2024 21:15,VAT,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,France
INC0264046,13-09-2024 03:22,W5 - Brazil - Update SP Tax Jurisdiction Code - Postal Code Range for BR - MG,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0264783,21-09-2024 06:40,W5 - Brazil - Journal Entry Item Text,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0263566,09-09-2024 10:33,W2 OneERP ANZ - Errors due to availability Checks,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Australia
INC0263844,11-09-2024 15:49,URGENT - 194372 ORDER FOR REZZAYO NOT POSSIBLE TO PROCESS - is a life-saving medicine we need to ship it asap,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Italy
INC0262960,03-09-2024 16:50,ES SAP - CHANGE IDOC STATUS FOR FAILURE 30/08/24,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Spain
INC0263674,10-09-2024 01:57,Wave 5 - Brazil - Monthly Invoice Report (ZOTC_BR_INVREP) - Not showing correct Customer Number,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0263790,10-09-2024 22:25,W5 Brazil - Invoice transmission service for sefaz,L2 - OneERP - S/4 HANA - O2C,Sep-24,Technical,,Brazil
INC0264087,13-09-2024 16:25,Wave 1 Spain - SAP ORDER 195035,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Spain
INC0265628,30-09-2024 22:45,OneERP - Hypercare - South Africa - Need to reverse the transactions linked to today,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,South Africa
INC0263327,06-09-2024 04:54,W5 - Brazil - Update SP Tax Jurisdiction Code - Postal Code Range,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0263654,09-09-2024 21:24,Wave 5 - Brazil - Return Invoice has an error in the unit price.,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0263009,03-09-2024 20:09,OneERP - Hypercare (Wave 5 entities monthend billing issue),L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Sweden
INC0264442,18-09-2024 14:43,SAP Credit Memo Requests Cancellation Required,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,South Africa
INC0263682,10-09-2024 03:56,W5 - Brazil - Shipping ATNF(Send XML to DHL by sftp) Files to DHL,L2 - OneERP - S/4 HANA - O2C,Sep-24,Technical,,Brazil
INC0265632,30-09-2024 23:26,W5 Brazil - Sales Orders Discounts not working for Customers (CRKA8),L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0263303,05-09-2024 23:24,Sales figures are not matching with SAP TB- Norway 101006,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Norway
INC0264747,20-09-2024 20:00,Wave 5 - Brazil - COD_SIT CORRECTION (CORREÇÂO COD_SIT),L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Brazil
INC0265377,27-09-2024 13:21,Edoc submit tax invoice error,L2 - OneERP - S/4 HANA - O2C,Sep-24,Record to Report,,Korea
INC0265057,24-09-2024 17:58,OneERP SAP - Please cancel invoice 90145528,L2 - OneERP - S/4 HANA - O2C,Sep-24,Order to Cash,,Saudi Arabia
INC0261737,19-08-2024 15:55,"SAP PO interfaced with ambiguous due  date, causing Oracle Import process ending in error",L2 - OneERP - S/4 HANA - P2P,Aug-24,Procure to Pay,,Japan
INC0261777,19-08-2024 21:14,One ERP - W3 - please move idoc 795688 to no further processing status,L2 - OneERP - S/4 HANA - P2P,Aug-24,Procure to Pay,,Germany
INC0260837,10-08-2024 01:12,Invoice posting against blanket PO,L2 - OneERP - S/4 HANA - P2P,Aug-24,Tax,,Brazil
INC0261778,19-08-2024 21:24,One ERP - W3 - please move idoc 793666 to no further processing status,L2 - OneERP - S/4 HANA - P2P,Aug-24,Procure to Pay,,Germany
INC0261379,14-08-2024 17:09,OneERP W3 - please reprocess idoc 791164,L2 - OneERP - S/4 HANA - P2P,Aug-24,Procure to Pay,,Germany
INC0260162,05-08-2024 14:52,OneERP wave 5 Hypercare – SA,L2 - OneERP - S/4 HANA - P2P,Aug-24,Supply Chain,,Saudi Arabia
INC0262474,28-08-2024 16:16,SAP Team BAU - Order not created,L2 - OneERP - S/4 HANA - P2P,Aug-24,Procure to Pay,,Switzerland
INC0260756,09-08-2024 15:12,W3 one ERP - please move idoc 785844 to status 'no further processing',L2 - OneERP - S/4 HANA - P2P,Aug-24,Procure to Pay,,Germany
INC0260284,06-08-2024 13:41,"OneERP, Wave 5, MEA, France (FR9C), invoice stuck: unable to invoice delivery 80187546",L2 - OneERP - S/4 HANA - P2P,Aug-24,Order to Cash,,Switzerland
INC0261919,21-08-2024 15:16,W2-ONE ERP-TP change for posted PO4500009272,L2 - OneERP - S/4 HANA - P2P,Aug-24,Procure to Pay,,Korea
INC0261774,19-08-2024 21:03,one ERP - W3 - please move idoc 792377 to no further processing status,L2 - OneERP - S/4 HANA - P2P,Aug-24,Procure to Pay,,Germany
INC0260171,05-08-2024 16:11,Update Signals are ending in error due to wrong change sequences,L2 - OneERP - S/4 HANA - P2P,Aug-24,Order to Cash,,Austria
INC0261405,14-08-2024 21:40,"Cadastrar CST ICMS, CST PIS, CST COFINS e CST IPI para listagem anexa de CFOPs",L2 - OneERP - S/4 HANA - P2P,Aug-24,Procure to Pay,,Brazil
INC0258981,24-07-2024 16:39,W2_ONE ERP_KR TP change request_posted PO4500006793,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Korea
INC0257794,12-07-2024 13:06,IDoc Archiving due to we are not sending any Infor oubound signal for Infor orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Australia
INC0257396,09-07-2024 10:56,W2_ONE ERP_URGENT - Return PO : movement type check,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Korea
INC0258696,22-07-2024 09:50,W2_ONE ERP_URGENT_KR PO missing in 3PL,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Korea
INC0256756,02-07-2024 22:23,"SAP MM - FI - P6 2024 -  REZZAYO  material 200100134 -Transfert price 762,67  euro / unit different from PO  (4500012502) price of  524,11 euro/ unit",L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,France
INC0256662,02-07-2024 14:31,IDoc Archiving needed - SAP GR to ANAPLAN Order close  signal is not required -  Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Germany
INC0258009,15-07-2024 18:13,SAP Live Data Extract - SAP and ORacleERP Material mapping,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Multiple
INC0258470,18-07-2024 23:01,BARD (Rx) - 5793 > order was not visible for BARD from placing the order in May 24 till 10th July 2024,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Austria
INC0258513,19-07-2024 10:21,SAP /  Stock Multiple Materials - Export error,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Korea
INC0258986,24-07-2024 16:42,W2_ONE ERP_KR TP change request_posted PO4500006792,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Korea
INC0256653,02-07-2024 10:30,"In connection with INC0255607, I would like to request permission for not being able to move storage locations.",L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Korea
INC0258827,23-07-2024 10:16,"Wave 5 SAP, P2P, purchase order creation (me21n): run time error window",L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,France
INC0259711,31-07-2024 17:36,Anaplan PROD order AP_0001598  not created in SAP,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Multiple
INC0258790,22-07-2024 21:28,W3 - One ERP - please move idocs: 764517; 764531 764722 to 'no further processing' status,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Austria
INC0258586,19-07-2024 22:27,Incorrect Date format in SAP HANA,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Korea
INC0257276,08-07-2024 12:59,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Canada
INC0259558,30-07-2024 15:18,Anaplan Order not gone through from SAP to Oracle - Sned to SAP BAU Team,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Switzerland
INC0257399,09-07-2024 11:58,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Switzerland
INC0257530,10-07-2024 14:43,W2_ONE ERP_[URGENT] PO missing in 3PL_PO#4500006792,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Korea
INC0257527,10-07-2024 14:42,W2_ONE ERP_[URGENT] PO missing in 3PL_PO#4500006791,L2 - OneERP - S/4 HANA - P2P,Jul-24,Procure to Pay,,Korea
INC0253842,03-06-2024 16:05,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Italy
INC0255302,18-06-2024 11:41,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Germany
INC0254332,07-06-2024 11:26,W2_ONE ERP_TP change request_PO4500011055,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Korea
INC0255966,25-06-2024 11:43,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Switzerland
INC0255428,19-06-2024 11:49,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Korea
INC0254793,12-06-2024 19:35,"One ERP - W3 - please move idocs to 'no further processing' status: 714855 ,714856, 714857, 697896, 697906, 697908",L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Germany
INC0256296,27-06-2024 19:16,One ERP - W3 - please move idoc 727628 t o'no further processing' status,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Germany
INC0254856,13-06-2024 11:51,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Switzerland
INC0256358,28-06-2024 11:36,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Australia
INC0254335,07-06-2024 13:28,IDoc Archiving due to we are not sending any Infor outbound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Multiple
INC0255702,21-06-2024 16:36,Supplier Name update for Japan Minophagen,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Japan
INC0254904,13-06-2024 18:23,4500012534   SAP JAPAN order hold - Incorrect supplier,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Japan
INC0254215,06-06-2024 12:29,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Germany
INC0254471,10-06-2024 12:38,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Multiple
INC0255864,24-06-2024 12:13,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Germany
INC0254737,12-06-2024 12:00,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Spain
INC0254573,11-06-2024 12:52,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Austria
INC0254979,14-06-2024 12:07,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Multiple
INC0255675,21-06-2024 12:25,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Multiple
INC0255179,17-06-2024 11:51,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Spain
INC0256239,27-06-2024 12:12,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,Jun-24,Procure to Pay,,Germany
INC0251084,01-05-2024 20:25,Testing Dropshipment orders from Anaplan to SAP for Anaplan Phase 3a ,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Service Entities
INC0251029,01-05-2024 12:03,OneERP_W3_1 IDOC is failed on 30.04.2024,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Austria
INC0253661,31-05-2024 12:09,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDoc to status 31 - No further processing,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Canada
INC0253303,27-05-2024 16:32,SAP_POs not loaded,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Spain
INC0253294,27-05-2024 15:02,Move below IDocs to 31 - Error No further processing - Due to we are not sending any outbound IDoc from SAP to Infor for ANAPLAN order,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Germany
INC0253571,30-05-2024 16:20,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDocs 31 No further processing,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Austria
INC0252339,15-05-2024 19:09,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDocs 31 No further processing,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Germany
INC0253127,23-05-2024 19:33,SAP to Consolidator - Request to Include Special Stock,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Japan
INC0253195,24-05-2024 16:39,Move below IDocs to 31 - Error No further processing - Due to we are not sending any outbound IDoc from SAP to Infor for ANAPLAN order,L2 - OneERP - S/4 HANA - P2P,May-24,"Record to Report, Technical",,Multiple
INC0253193,24-05-2024 16:27,One ERP - Wave 3 - please change idoc 694278 status to 'no further processing',L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Germany
INC0252706,20-05-2024 13:44,IDoc Archiving due to we are not sending any Infor oubound signal for ANAPLAN orders - Moving IDocs 31 No further processing,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Italy
INC0251720,09-05-2024 12:18,IDoc Archiving due to we are not sending any Infor oubound signal fro ANAPLAN orders - Moving IDocs 31 No further processing,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Multiple
